DIAGNOSISCODE,DIAGNOSISCODEDESCRIPTION,PARENTDIAGNOSISCODE,DIAGNOSISCODESET,DIAGNOSISCODEGROUP,SUBCATEGORY
R730,Abnormal glucose,R73,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R7303,Prediabetes,R730,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R7309,Other abnormal glucose,R730,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R7302,Impaired glucose tolerance (oral),R730,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R7301,Impaired fasting glucose,R730,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R749,"Abnormal serum enzyme level, unspecified",R74,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R748,Abnormal levels of other serum enzymes,R74,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R740,Nonspec elev of levels of transamns & lactic acid dehydrgnse,R74,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R7401,Elevation of levels of liver transaminase levels,R740,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R7402,Elevation of levels of lactic acid dehydrogenase [LDH],R740,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R760,Raised antibody titer,R76,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R761,Nonspecific reaction to test for tuberculosis,R76,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R769,"Abnormal immunological finding in serum, unspecified",R76,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R768,Other specified abnormal immunological findings in serum,R76,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R7612,Nonspec reaction to gamma intrfrn respns w/o actv tubrclosis,R761,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R7611,Nonspecific reaction to skin test w/o active tuberculosis,R761,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R779,"Abnormality of plasma protein, unspecified",R77,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R770,Abnormality of albumin,R77,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R772,Abnormality of alphafetoprotein,R77,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R778,Other specified abnormalities of plasma proteins,R77,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R771,Abnormality of globulin,R77,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R780,Finding of alcohol in blood,R78,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R785,Finding of other psychotropic drug in blood,R78,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R784,Finding of other drugs of addictive potential in blood,R78,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R782,Finding of cocaine in blood,R78,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R789,"Finding of unsp substance, not normally found in blood",R78,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R781,Finding of opiate drug in blood,R78,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R788,"Finding of oth substances, not normally found in blood",R78,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R786,Finding of steroid agent in blood,R78,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R7871,Abnormal lead level in blood,R787,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R7879,Finding of abnormal level of heavy metals in blood,R787,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R7881,Bacteremia,R788,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R7889,"Finding of oth substances, not normally found in blood",R788,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R790,Abnormal level of blood mineral,R79,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R799,"Abnormal finding of blood chemistry, unspecified",R79,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R791,Abnormal coagulation profile,R79,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R798,Other specified abnormal findings of blood chemistry,R79,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R7989,Other specified abnormal findings of blood chemistry,R798,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R7983,Abnormal findings of blood amino-acid level,R798,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R7982,Elevated C-reactive protein (CRP),R798,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R7981,Abnormal blood-gas level,R798,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R809,"Proteinuria, unspecified",R80,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R801,"Persistent proteinuria, unspecified",R80,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R808,Other proteinuria,R80,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R803,Bence Jones proteinuria,R80,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R802,"Orthostatic proteinuria, unspecified",R80,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R800,Isolated proteinuria,R80,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R829,Other and unspecified abnormal findings in urine,R82,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R824,Acetonuria,R82,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R825,Elevated urine levels of drug/meds/biol subst,R82,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R826,Abnormal urine levels of substances chiefly nonmed source,R82,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R823,Hemoglobinuria,R82,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R828,Abnormal findings on cytolog and histolog exam of urine,R82,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R821,Myoglobinuria,R82,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R827,Abnormal findings on microbiological examination of urine,R82,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R822,Biliuria,R82,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R820,Chyluria,R82,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R8279,Other abnormal findings on microbiolog examination of urine,R827,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R8271,Bacteriuria,R827,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R8289,Other abn findings on cytolog and histolog exam of urine,R828,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R8281,Pyuria,R828,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R8291,Other chromoabnormalities of urine,R829,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R8290,Unspecified abnormal findings in urine,R829,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R8299,Other abnormal findings in urine,R829,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R82992,Hyperoxaluria,R8299,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R82993,Hyperuricoscuria,R8299,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R82998,Other abnormal findings in urine,R8299,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R82993,Hyperuricosuria,R8299,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R82991,Hypocitraturia,R8299,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R82994,Hypercalciuria,R8299,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R836,Abnormal cytological findings in cerebrospinal fluid,R83,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R839,Unspecified abnormal finding in cerebrospinal fluid,R83,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R833,Abn lev substances chiefly nonmedicinal as to source in CSF,R83,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R835,Abnormal microbiological findings in cerebrospinal fluid,R83,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R838,Other abnormal findings in cerebrospinal fluid,R83,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R830,Abnormal level of enzymes in cerebrospinal fluid,R83,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R834,Abnormal immunological findings in cerebrospinal fluid,R83,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R831,Abnormal level of hormones in cerebrospinal fluid,R83,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R832,Abn lev drug/meds/biol subst in cerebrospinal fluid,R83,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R845,Abnormal microbiolog findings in specmn from resp org/thrx,R84,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R840,Abnormal level of enzymes in specimens from resp org/thrx,R84,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R841,Abnormal level of hormones in specimens from resp org/thrx,R84,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R842,Abn lev drug/meds/biol subst in specimens from resp org/thrx,R84,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R848,Oth abnormal findings in specimens from resp org/thrx,R84,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R843,Abn lev substnc nonmed source in specmn from resp org/thrx,R84,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R846,Abnormal cytolog findings in specimens from resp org/thrx,R84,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R847,Abnormal histolog findings in specimens from resp org/thrx,R84,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R844,Abnormal immunolog findings in specimens from resp org/thrx,R84,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R849,Unsp abnormal finding in specimens from resp org/thrx,R84,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R854,Abnormal immunolog findings in specmn from dgstv org/abd cav,R85,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R857,Abnormal histolog findings in specmn from dgstv org/abd cav,R85,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R851,Abn lev hormones in specimens from dgstv org/abd cav,R85,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R859,Unsp abnormal finding in specimens from dgstv org/abd cav,R85,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R852,Abn lev drug/meds/biol subst in specmn fr dgstv org/abd cav,R85,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R855,Abn microbiolog findings in specmn from dgstv org/abd cav,R85,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R853,Abn lev substnc nonmed source in specmn fr dgstv org/abd cav,R85,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R850,Abn lev enzymes in specimens from dgstv org/abd cav,R85,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R8569,Abn cytolog findings in specmn from oth dgstv org/abd cav,R856,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R85611,Atyp squam cell not excl hi grd intrepith lesn cyto smr anus,R8561,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R85619,Unsp abnormal cytological findings in specimens from anus,R8561,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R85612,Low grade intrepith lesion cyto smr anus (LGSIL),R8561,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R85613,High grade intrepith lesion cyto smr anus (HGSIL),R8561,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R85615,Unsatisfactory cytologic smear of anus,R8561,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R85616,Satisfactory anal smear but lacking transformation zone,R8561,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R85610,Atyp squam cell of undet signfc cyto smr anus (ASC-US),R8561,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R85618,Other abnormal cytological findings on specimens from anus,R8561,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R85614,Cytologic evidence of malignancy on smear of anus,R8561,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R8581,Anal high risk human papillomavirus (HPV) DNA test positive,R858,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R8582,Anal low risk human papillomavirus (HPV) DNA test positive,R858,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R8589,Oth abnormal findings in specimens from dgstv org/abd cav,R858,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R865,Abn microbiolog findings in specmn from male genital organs,R86,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R867,Abn histolog findings in specmn from male genital organs,R86,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R868,Oth abnormal findings in specimens from male genital organs,R86,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R860,Abn lev enzymes in specimens from male genital organs,R86,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R861,Abn lev hormones in specimens from male genital organs,R86,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R862,Abn lev drug/meds/biol subst in specmn from male gntl organs,R86,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R863,Abn lev substnc nonmed source in specmn from male gntl org,R86,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R869,Unsp abnormal finding in specimens from male genital organs,R86,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R866,Abnormal cytolog findings in specmn from male genital organs,R86,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R876,Abn cytolog findings in specmn from female genital organs,R87,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R874,Abn immunolog findings in specmn from female genital organs,R87,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R873,Abn lev substnc nonmed source in specmn from fem gntl organs,R87,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R875,Abn microbiolog find in specmn from female genital organs,R87,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R872,Abn lev drug/meds/biol subst in specmn from fem gntl organs,R87,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R870,Abn lev enzymes in specimens from female genital organs,R87,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R879,Unsp abnormal finding in specmn from female genital organs,R87,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R871,Abn lev hormones in specimens from female genital organs,R87,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R877,Abn histolog findings in specmn from female genital organs,R87,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R8761,Abnormal cytological findings in specimens from cervix uteri,R876,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R8762,Abnormal cytological findings in specimens from vagina,R876,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R8769,Abn cytolog find in specmn from oth female genital organs,R876,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R87611,Atyp squam cell not excl hi grd intrepith lesn cyto smr crvx,R8761,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R87618,Oth abnormal cytolog findings on specimens from cervix uteri,R8761,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R87613,High grade intrepith lesion cyto smr crvx (HGSIL),R8761,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R87616,Satisfactory cervical smear but lacking transformation zone,R8761,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R87610,Atyp squam cell of undet signfc cyto smr crvx (ASC-US),R8761,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R87612,Low grade intrepith lesion cyto smr crvx (LGSIL),R8761,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R87615,Unsatisfactory cytologic smear of cervix,R8761,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R87619,Unsp abnormal cytolog findings in specmn from cervix uteri,R8761,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R87614,Cytologic evidence of malignancy on smear of cervix,R8761,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R87620,Atyp squam cell of undet signfc cyto smr vagn (ASC-US),R8762,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R87629,Unsp abnormal cytological findings in specimens from vagina,R8762,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
