DIAGNOSISCODE,DIAGNOSISCODEDESCRIPTION,PARENTDIAGNOSISCODE,DIAGNOSISCODESET,DIAGNOSISCODEGROUP,SUBCATEGORY
I313,Pericardial effusion (noninflammatory),I31,ICD10,939,
Z21,Asymptomatic human immunodeficiency virus infection status,,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES (Z20-Z28),
I514,"Myocarditis, unspecified",I51,ICD10,OTHER FORMS OF HEART DISEASE (I30-I52),
L03116,Cellulitis of left lower limb,L0311,ICD10,INFECTIONS OF THE SKIN AND SUBCUTANEOUS TISSUE (L00-L08),
K861,Other chronic pancreatitis,K86,ICD10,"DISORDERS OF GALLBLADDER, BILIARY TRACT AND PANCREAS (K80-K87)",
H906,"Mixed conductive and sensorineural hearing loss, bilateral",H90,ICD10,OTHER DISORDERS OF EAR (H90-H94),
D1771,Benign lipomatous neoplasm of kidney,D177,ICD10,"BENIGN NEOPLASMS, EXCEPT BENIGN NEUROENDOCRINE TUMORS (D10-D36)",
S6991XA,"Unsp injury of right wrist, hand and finger(s), init encntr",S6991,ICD10,"INJURIES TO THE WRIST, HAND AND FINGERS (S60-S69)",
Z1379,Encntr for oth screening for genetic and chromsoml anomalies,Z137,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES FOR EXAMINATIONS (Z00-Z13),
H6090,"Unspecified otitis externa, unspecified ear",H609,ICD10,DISEASES OF EXTERNAL EAR (H60-H62),
D0439,Carcinoma in situ of skin of other parts of face,D043,ICD10,IN SITU NEOPLASMS (D00-D09),
M4690,"Unspecified inflammatory spondylopathy, site unspecified",M469,ICD10,SPONDYLOPATHIES (M45-M49),
N2581,Secondary hyperparathyroidism of renal origin,N258,ICD10,OTHER DISORDERS OF KIDNEY AND URETER (N25-N29),
S064X1A,"Epidural hemorrhage w LOC of 30 minutes or less, init",S064X1,ICD10,INJURIES TO THE HEAD (S00-S09),
R718,Other abnormality of red blood cells,R71,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
S83203A,"Oth tear of unsp meniscus, current injury, right knee, init",S83203,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
N99538,Other complication of other stoma of urinary tract,N9953,ICD10,"INTRAOPERATIVE AND POSTPROCEDURAL COMPLICATIONS AND DISORDERS OF GENITOURINARY SYSTEM, NOT ELSEWHERE CLASSIFIED (N99)",
A630,Anogenital (venereal) warts,A63,ICD10,INFECTIONS WITH A PREDOMINANTLY SEXUAL MODE OF TRANSMISSION (A50-A64),
D61818,Other pancytopenia,D6181,ICD10,APLASTIC AND OTHER ANEMIAS AND OTHER BONE MARROW FAILURE SYNDROMES (D60-D64),
G8194,"Hemiplegia, unspecified affecting left nondominant side",G819,ICD10,CEREBRAL PALSY AND OTHER PARALYTIC SYNDROMES (G80-G83),
F5104,Psychophysiologic insomnia,F510,ICD10,BEHAVIORAL SYNDROMES ASSOCIATED WITH PHYSIOLOGICAL DISTURBANCES AND PHYSICAL FACTORS (F50-F59),
E876,Hypokalemia,E87,ICD10,METABOLIC DISORDERS (E70-E88),
R778,Other specified abnormalities of plasma proteins,R77,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
E109,Type 1 diabetes mellitus without complications,E10,ICD10,DIABETES MELLITUS (E08-E13),
I341,Nonrheumatic mitral (valve) prolapse,I34,ICD10,OTHER FORMS OF HEART DISEASE (I30-I5A),
C786,Secondary malignant neoplasm of retroperiton and peritoneum,C78,ICD10,"MALIGNANT NEOPLASMS OF ILL-DEFINED, OTHER SECONDARY AND UNSPECIFIED SITES (C76-C80)",
S81802S,"Unspecified open wound, left lower leg, sequela",S81802,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
R454,Irritability and anger,R45,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R4702,Dysphasia,R470,ICD10,SYMPTOMS AND SIGNS INVOLVING SPEECH AND VOICE (R47-R49),
S39011A,"Strain of muscle, fascia and tendon of abdomen, init encntr",S39011,ICD10,"INJURIES TO THE ABDOMEN, LOWER BACK, LUMBAR SPINE, PELVIS AND EXTERNAL GENITALS (S30-S39)",
Z048,Encounter for examination and observation for oth reasons,,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES FOR EXAMINATIONS (Z00-Z13),
S2096XA,"Insect bite (nonvenomous) of unsp parts of thorax, init",S2096,ICD10,INJURIES TO THE THORAX (S20-S29),
M4682,"Oth inflammatory spondylopathies, cervical region",M468,ICD10,SPONDYLOPATHIES (M45-M49),
I4589,Other specified conduction disorders,I458,ICD10,OTHER FORMS OF HEART DISEASE (I30-I52),
S96911A,"Strain of unsp msl/tnd at ank/ft level, right foot, init",S96911,ICD10,INJURIES TO THE ANKLE AND FOOT (S90-S99),
I360,Nonrheumatic tricuspid (valve) stenosis,I36,ICD10,OTHER FORMS OF HEART DISEASE (I30-I52),
C44309,Unsp malignant neoplasm of skin of other parts of face,C4430,ICD10,MELANOMA AND OTHER MALIGNANT NEOPLASMS OF SKIN (C43-C44),
C8290,"Follicular lymphoma, unspecified, unspecified site",C829,ICD10,"MALIGNANT NEOPLASMS OF LYMPHOID, HEMATOPOIETIC AND RELATED TISSUE (C81-C96)",
Y249XXS,"Unspecified firearm discharge, undetermined intent, sequela",Y249,ICD10,EVENT OF UNDETERMINED INTENT (Y21-Y33),
E560,Deficiency of vitamin E,E56,ICD10,OTHER NUTRITIONAL DEFICIENCIES (E50-E64),
R066,Hiccough,R06,ICD10,SYMPTOMS AND SIGNS INVOLVING THE CIRCULATORY AND RESPIRATORY SYSTEMS (R00-R09),
M961,"Postlaminectomy syndrome, not elsewhere classified",M96,ICD10,"INTRAOPERATIVE AND POSTPROCEDURAL COMPLICATIONS AND DISORDERS OF MUSCULOSKELETAL SYSTEM, NOT ELSEWHERE CLASSIFIED (M96)",
M793,"Panniculitis, unspecified",M79,ICD10,OTHER SOFT TISSUE DISORDERS (M70-M79),
A401,"Sepsis due to streptococcus, group B",A40,ICD10,OTHER BACTERIAL DISEASES (A30-A49),
Z89229,Acquired absence of unspecified upper limb above elbow,Z8922,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z8371,Family history of colonic polyps,Z837,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
F05,Delirium due to known physiological condition,,ICD10,MENTAL DISORDERS DUE TO KNOWN PHYSIOLOGICAL CONDITIONS (F01-F09),
N261,Atrophy of kidney (terminal),N26,ICD10,OTHER DISORDERS OF KIDNEY AND URETER (N25-N29),
N852,Hypertrophy of uterus,N85,ICD10,NONINFLAMMATORY DISORDERS OF FEMALE GENITAL TRACT (N80-N98),
E099,Drug or chemical induced diabetes mellitus w/o complications,E09,ICD10,DIABETES MELLITUS (E08-E13),
G3183,Dementia with Lewy bodies,G318,ICD10,OTHER DEGENERATIVE DISEASES OF THE NERVOUS SYSTEM (G30-G32),
L97821,Non-prs chr ulcer oth prt l low leg limited to brkdwn skin,L9782,ICD10,OTHER DISORDERS OF THE SKIN AND SUBCUTANEOUS TISSUE (L80-L99),
M86669,"Other chronic osteomyelitis, unspecified tibia and fibula",M8666,ICD10,OTHER OSTEOPATHIES (M86-M90),
H35349,"Macular cyst, hole, or pseudohole, unspecified eye",H3534,ICD10,DISORDERS OF CHOROID AND RETINA (H30-H36),
S31000A,"Unsp opn wnd low back and pelv w/o penet retroperiton, init",S31000,ICD10,"INJURIES TO THE ABDOMEN, LOWER BACK, LUMBAR SPINE, PELVIS AND EXTERNAL GENITALS (S30-S39)",
S72331A,"Displaced oblique fracture of shaft of right femur, init",S72331,ICD10,INJURIES TO THE HIP AND THIGH (S70-S79),
M65311,"Trigger thumb, right thumb",M6531,ICD10,DISORDERS OF SYNOVIUM AND TENDON (M65-M67),
O2230,"Deep phlebothrombosis in pregnancy, unspecified trimester",O223,ICD10,OTHER MATERNAL DISORDERS PREDOMINANTLY RELATED TO PREGNANCY (O20-O29),
E1143,Type 2 diabetes w diabetic autonomic (poly)neuropathy,E114,ICD10,DIABETES MELLITUS (E08-E13),
R1013,Epigastric pain,R101,ICD10,SYMPTOMS AND SIGNS INVOLVING THE DIGESTIVE SYSTEM AND ABDOMEN (R10-R19),
W208XXA,"Oth cause of strike by thrown, projected or fall obj, init",W208,ICD10,EXPOSURE TO INANIMATE MECHANICAL FORCES (W20-W49),
M5117,"Intvrt disc disorders w radiculopathy, lumbosacral region",M511,ICD10,OTHER DORSOPATHIES (M50-M54),
I6501,Occlusion and stenosis of right vertebral artery,I650,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
I69951,Hemiplga fol unsp cerebvasc disease aff right dominant side,I6995,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
I82729,Chronic embolism and thrombosis of deep vn unsp up extrem,I8272,ICD10,"DISEASES OF VEINS, LYMPHATIC VESSELS AND LYMPH NODES, NOT ELSEWHERE CLASSIFIED (I80-I89)",
R7889,"Finding of oth substances, not normally found in blood",R788,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
K8081,Other cholelithiasis with obstruction,K808,ICD10,"DISORDERS OF GALLBLADDER, BILIARY TRACT AND PANCREAS (K80-K87)",
R002,Palpitations,R00,ICD10,SYMPTOMS AND SIGNS INVOLVING THE CIRCULATORY AND RESPIRATORY SYSTEMS (R00-R09),
I83891,Varicose veins of r low extrem with other complications,I8389,ICD10,"DISEASES OF VEINS, LYMPHATIC VESSELS AND LYMPH NODES, NOT ELSEWHERE CLASSIFIED (I80-I89)",
J1000,Flu due to oth ident flu virus w unsp type of pneumonia,J100,ICD10,INFLUENZA AND PNEUMONIA (J09-J18),
M130,"Polyarthritis, unspecified",M13,ICD10,INFLAMMATORY POLYARTHROPATHIES (M05-M14),
S6291XA,"Unsp fracture of right wrist and hand, init for clos fx",S6291,ICD10,"INJURIES TO THE WRIST, HAND AND FINGERS (S60-S69)",
Z01811,Encounter for preprocedural respiratory examination,Z0181,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES FOR EXAMINATIONS (Z00-Z13),
I953,Hypotension of hemodialysis,I95,ICD10,OTHER AND UNSPECIFIED DISORDERS OF THE CIRCULATORY SYSTEM (I95-I99),
S060XAA,"Concussion with LOC status unknown, initial encounter",S060XA,ICD10,INJURIES TO THE HEAD (S00-S09),
I69351,Hemiplga following cerebral infrc aff right dominant side,I6935,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
Z6825,"Body mass index (BMI) 25.0-25.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
L139,"Bullous disorder, unspecified",L13,ICD10,BULLOUS DISORDERS (L10-L14),
D259,"Leiomyoma of uterus, unspecified",D25,ICD10,"BENIGN NEOPLASMS, EXCEPT BENIGN NEUROENDOCRINE TUMORS (D10-D36)",
K5780,"Dvtrcli of intest, part unsp, w perf and abscess w/o bleed",K578,ICD10,OTHER DISEASES OF INTESTINES (K55-K64),
S52502B,"Unsp fx the lower end left radius, init for opn fx type I/2",S52502,ICD10,INJURIES TO THE ELBOW AND FOREARM (S50-S59),
S72031A,"Displaced midcervical fracture of right femur, init",S72031,ICD10,INJURIES TO THE HIP AND THIGH (S70-S79),
G909,"Disorder of the autonomic nervous system, unspecified",G90,ICD10,OTHER DISORDERS OF THE NERVOUS SYSTEM (G89-G99),
J410,Simple chronic bronchitis,J41,ICD10,CHRONIC LOWER RESPIRATORY DISEASES (J40-J47),
T63444D,"Toxic effect of venom of bees, undetermined, subs encntr",T63444,ICD10,TOXIC EFFECTS OF SUBSTANCES CHIEFLY NONMEDICINAL AS TO SOURCE (T51-T65),
L0291,"Cutaneous abscess, unspecified",L029,ICD10,INFECTIONS OF THE SKIN AND SUBCUTANEOUS TISSUE (L00-L08),
Z853,Personal history of malignant neoplasm of breast,Z85,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
F801,Expressive language disorder,F80,ICD10,PERVASIVE AND SPECIFIC DEVELOPMENTAL DISORDERS (F80-F89),
A609,"Anogenital herpesviral infection, unspecified",A60,ICD10,INFECTIONS WITH A PREDOMINANTLY SEXUAL MODE OF TRANSMISSION (A50-A64),
I313,Pericardial effusion (noninflammatory),I31,ICD10,OTHER FORMS OF HEART DISEASE (I30-I52),
Z1231,Encntr screen mammogram for malignant neoplasm of breast,Z123,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES FOR EXAMINATIONS (Z00-Z13),
Z0000,Encntr for general adult medical exam w/o abnormal findings,Z000,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES FOR EXAMINATIONS (Z00-Z13),
R052,Subacute cough,R05,ICD10,SYMPTOMS AND SIGNS INVOLVING THE CIRCULATORY AND RESPIRATORY SYSTEMS (R00-R09),
B360,Pityriasis versicolor,B36,ICD10,MYCOSES (B35-B49),
M66869,"Spontaneous rupture of other tendons, unspecified lower leg",M6686,ICD10,DISORDERS OF SYNOVIUM AND TENDON (M65-M67),
M66371,"Spontaneous rupture of flexor tendons, right ankle and foot",M6637,ICD10,DISORDERS OF SYNOVIUM AND TENDON (M65-M67),
S31109D,"Unsp opn wnd abd wall, unsp q w/o penet perit cav, subs",S31109,ICD10,"INJURIES TO THE ABDOMEN, LOWER BACK, LUMBAR SPINE, PELVIS AND EXTERNAL GENITALS (S30-S39)",
I83892,Varicose veins of l low extrem with other complications,I8389,ICD10,"DISEASES OF VEINS, LYMPHATIC VESSELS AND LYMPH NODES, NOT ELSEWHERE CLASSIFIED (I80-I89)",
J0110,"Acute frontal sinusitis, unspecified",J011,ICD10,ACUTE UPPER RESPIRATORY INFECTIONS (J00-J06),
I312,"Hemopericardium, not elsewhere classified",I31,ICD10,OTHER FORMS OF HEART DISEASE (I30-I5A),
Z978,Presence of other specified devices,Z97,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
H7291,"Unspecified perforation of tympanic membrane, right ear",H729,ICD10,DISEASES OF MIDDLE EAR AND MASTOID (H65-H75),
M14672,"Charcot's joint, left ankle and foot",M1467,ICD10,INFLAMMATORY POLYARTHROPATHIES (M05-M14),
G9050,"Complex regional pain syndrome I, unspecified",G905,ICD10,OTHER DISORDERS OF THE NERVOUS SYSTEM (G89-G99),
E02,Subclinical iodine-deficiency hypothyroidism,,ICD10,DISORDERS OF THYROID GLAND (E00-E07),
S7291XB,"Unsp fracture of right femur, init for opn fx type I/2",S7291,ICD10,INJURIES TO THE HIP AND THIGH (S70-S79),
Z1620,Resistance to unspecified antibiotic,Z162,ICD10,RESISTANCE TO ANTIMICROBIAL DRUGS (Z16),
A310,Pulmonary mycobacterial infection,A31,ICD10,OTHER BACTERIAL DISEASES (A30-A49),
E113593,"Type 2 diab with prolif diab rtnop without macular edema, bi",E11359,ICD10,DIABETES MELLITUS (E08-E13),
F633,Trichotillomania,F63,ICD10,DISORDERS OF ADULT PERSONALITY AND BEHAVIOR (F60-F69),
S40852A,"Superficial foreign body of left upper arm, init encntr",S40852,ICD10,INJURIES TO THE SHOULDER AND UPPER ARM (S40-S49),
G248,Other dystonia,G24,ICD10,EXTRAPYRAMIDAL AND MOVEMENT DISORDERS (G20-G26),
R683,Clubbing of fingers,R68,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
S92312A,"Disp fx of first metatarsal bone, left foot, init",S92312,ICD10,INJURIES TO THE ANKLE AND FOOT (S90-S99),
J95821,Acute postprocedural respiratory failure,J9582,ICD10,"INTRAOPERATIVE AND POSTPROCEDURAL COMPLICATIONS AND DISORDERS OF RESPIRATORY SYSTEM, NOT ELSEWHERE CLASSIFIED (J95)",
L249,"Irritant contact dermatitis, unspecified cause",L24,ICD10,DERMATITIS AND ECZEMA (L20-L30),
L89619,"Pressure ulcer of right heel, unspecified stage",L8961,ICD10,OTHER DISORDERS OF THE SKIN AND SUBCUTANEOUS TISSUE (L80-L99),
R87610,Atyp squam cell of undet signfc cyto smr crvx (ASC-US),R8761,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
N132,Hydronephrosis with renal and ureteral calculous obstruction,N13,ICD10,RENAL TUBULO-INTERSTITIAL DISEASES (N10-N16),
S37001D,"Unspecified injury of right kidney, subsequent encounter",S37001,ICD10,"INJURIES TO THE ABDOMEN, LOWER BACK, LUMBAR SPINE, PELVIS AND EXTERNAL GENITALS (S30-S39)",
M9711XD,"Periprosth fracture around internal prosth r knee jt, subs",M9711,ICD10,680,
C169,"Malignant neoplasm of stomach, unspecified",C16,ICD10,MALIGNANT NEOPLASMS OF DIGESTIVE ORGANS (C15-C26),
I369,"Nonrheumatic tricuspid valve disorder, unspecified",I36,ICD10,OTHER FORMS OF HEART DISEASE (I30-I52),
T7020XD,"Unspecified effects of high altitude, subsequent encounter",T7020,ICD10,OTHER AND UNSPECIFIED EFFECTS OF EXTERNAL CAUSES (T66-T78),
M189,"Osteoarthritis of first carpometacarpal joint, unspecified",M18,ICD10,OSTEOARTHRITIS (M15-M19),
R479,Unspecified speech disturbances,R47,ICD10,SYMPTOMS AND SIGNS INVOLVING SPEECH AND VOICE (R47-R49),
S82001S,"Unspecified fracture of right patella, sequela",S82001,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
S83013A,"Lateral subluxation of unspecified patella, init encntr",S83013,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
J370,Chronic laryngitis,J37,ICD10,OTHER DISEASES OF UPPER RESPIRATORY TRACT (J30-J39),
J322,Chronic ethmoidal sinusitis,J32,ICD10,OTHER DISEASES OF UPPER RESPIRATORY TRACT (J30-J39),
I21A1,Myocardial infarction type 2,I21A,ICD10,ISCHEMIC HEART DISEASES (I20-I25),
Z6824,"Body mass index (BMI) 24.0-24.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6831,"Body mass index (BMI) 31.0-31.9, adult",Z683,ICD10,BODY MASS INDEX [BMI] (Z68),
I70248,Athscl native art of left leg w ulcer oth prt lower left leg,I7024,ICD10,"DISEASES OF ARTERIES, ARTERIOLES AND CAPILLARIES (I70-I79)",
G8321,Monoplegia of upper limb affecting right dominant side,G832,ICD10,CEREBRAL PALSY AND OTHER PARALYTIC SYNDROMES (G80-G83),
S8982XA,"Other specified injuries of left lower leg, init encntr",S8982,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
T82838A,"Hemorrhage of vascular prosth dev/grft, init",T82838,ICD10,"COMPLICATIONS OF SURGICAL AND MEDICAL CARE, NOT ELSEWHERE CLASSIFIED (T80-T88)",
G7100,"Muscular dystrophy, unspecified",G710,ICD10,DISEASES OF MYONEURAL JUNCTION AND MUSCLE (G70-G73),
M19019,"Primary osteoarthritis, unspecified shoulder",M1901,ICD10,OSTEOARTHRITIS (M15-M19),
T783XXA,"Angioneurotic edema, initial encounter",T783,ICD10,OTHER AND UNSPECIFIED EFFECTS OF EXTERNAL CAUSES (T66-T78),
M25819,"Other specified joint disorders, unspecified shoulder",M2581,ICD10,OTHER JOINT DISORDERS (M20-M25),
S42302S,"Unspecified fracture of shaft of humerus, left arm, sequela",S42302,ICD10,INJURIES TO THE SHOULDER AND UPPER ARM (S40-S49),
H9203,"Otalgia, bilateral",H920,ICD10,OTHER DISORDERS OF EAR (H90-H94),
M791,Myalgia,M79,ICD10,OTHER SOFT TISSUE DISORDERS (M70-M79),
K4190,"Unil femoral hernia, w/o obst or gangrene, not spcf as recur",K419,ICD10,HERNIA (K40-K46),
S41101A,"Unspecified open wound of right upper arm, initial encounter",S41101,ICD10,INJURIES TO THE SHOULDER AND UPPER ARM (S40-S49),
G458,Oth transient cerebral ischemic attacks and related synd,G45,ICD10,EPISODIC AND PAROXYSMAL DISORDERS (G40-G47),
A4151,Sepsis due to Escherichia coli [E. coli],A415,ICD10,OTHER BACTERIAL DISEASES (A30-A49),
M259,"Joint disorder, unspecified",M25,ICD10,OTHER JOINT DISORDERS (M20-M25),
N136,Pyonephrosis,N13,ICD10,RENAL TUBULO-INTERSTITIAL DISEASES (N10-N16),
L0591,Pilonidal cyst without abscess,L059,ICD10,INFECTIONS OF THE SKIN AND SUBCUTANEOUS TISSUE (L00-L08),
Z6854,"BMI pediatric, greater than or equal to 95% for age",Z685,ICD10,BODY MASS INDEX [BMI] (Z68),
S72142D,"Displ intertroch fx l femur, subs for clos fx w routn heal",S72142,ICD10,INJURIES TO THE HIP AND THIGH (S70-S79),
C229,"Malig neoplasm of liver, not specified as primary or sec",C22,ICD10,MALIGNANT NEOPLASMS OF DIGESTIVE ORGANS (C15-C26),
S728X2S,"Other fracture of left femur, sequela",S728X2,ICD10,INJURIES TO THE HIP AND THIGH (S70-S79),
G8111,Spastic hemiplegia affecting right dominant side,G811,ICD10,CEREBRAL PALSY AND OTHER PARALYTIC SYNDROMES (G80-G83),
H66002,"Acute suppr otitis media w/o spon rupt ear drum, left ear",H6600,ICD10,DISEASES OF MIDDLE EAR AND MASTOID (H65-H75),
K08109,"Complete loss of teeth, unspecified cause, unspecified class",K0810,ICD10,DISEASES OF ORAL CAVITY AND SALIVARY GLANDS (K00-K14),
M4854XD,"Collapsed vert, NEC, thor region, subs for fx w routn heal",M4854,ICD10,SPONDYLOPATHIES (M45-M49),
D580,Hereditary spherocytosis,D58,ICD10,HEMOLYTIC ANEMIAS (D55-D59),
Z302,Encounter for sterilization,Z30,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN CIRCUMSTANCES RELATED TO REPRODUCTION (Z30-Z39),
F3112,"Bipolar disord, crnt episode manic w/o psych features, mod",F311,ICD10,MOOD [AFFECTIVE] DISORDERS (F30-F39),
R0982,Postnasal drip,R098,ICD10,SYMPTOMS AND SIGNS INVOLVING THE CIRCULATORY AND RESPIRATORY SYSTEMS (R00-R09),
L97812,Non-prs chronic ulcer oth prt r low leg w fat layer exposed,L9781,ICD10,OTHER DISORDERS OF THE SKIN AND SUBCUTANEOUS TISSUE (L80-L99),
I4439,Other atrioventricular block,I443,ICD10,OTHER FORMS OF HEART DISEASE (I30-I52),
M223X2,"Other derangements of patella, left knee",M223X,ICD10,OTHER JOINT DISORDERS (M20-M25),
I358,Other nonrheumatic aortic valve disorders,I35,ICD10,OTHER FORMS OF HEART DISEASE (I30-I52),
D125,Benign neoplasm of sigmoid colon,D12,ICD10,"BENIGN NEOPLASMS, EXCEPT BENIGN NEUROENDOCRINE TUMORS (D10-D36)",
Z1159,Encounter for screening for other viral diseases,Z115,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES FOR EXAMINATIONS (Z00-Z13),
T45515A,"Adverse effect of anticoagulants, initial encounter",T45515,ICD10,"POISONING BY, ADVERSE EFFECTS OF AND UNDERDOSING OF DRUGS, MEDICAMENTS AND BIOLOGICAL SUBSTANCES (T36-T50)",
L219,"Seborrheic dermatitis, unspecified",L21,ICD10,DERMATITIS AND ECZEMA (L20-L30),
N342,Other urethritis,N34,ICD10,OTHER DISEASES OF THE URINARY SYSTEM (N30-N39),
N62,Hypertrophy of breast,,ICD10,DISORDERS OF BREAST (N60-N65),
B029,Zoster without complications,B02,ICD10,VIRAL INFECTIONS CHARACTERIZED BY SKIN AND MUCOUS MEMBRANE LESIONS (B00-B09),
C223,Angiosarcoma of liver,C22,ICD10,MALIGNANT NEOPLASMS OF DIGESTIVE ORGANS (C15-C26),
D126,"Benign neoplasm of colon, unspecified",D12,ICD10,"BENIGN NEOPLASMS, EXCEPT BENIGN NEUROENDOCRINE TUMORS (D10-D36)",
R894,Abnormal immunolog findings in specimens from oth org/tiss,R89,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
H00019,"Hordeolum externum unspecified eye, unspecified eyelid",H0001,ICD10,"DISORDERS OF EYELID, LACRIMAL SYSTEM AND ORBIT (H00-H05)",
B351,Tinea unguium,B35,ICD10,MYCOSES (B35-B49),
M48061,"Spinal stenosis, lumbar region without neurogenic claud",M4806,ICD10,SPONDYLOPATHIES (M45-M49),
J0180,Other acute sinusitis,J018,ICD10,ACUTE UPPER RESPIRATORY INFECTIONS (J00-J06),
R209,Unspecified disturbances of skin sensation,R20,ICD10,SYMPTOMS AND SIGNS INVOLVING THE SKIN AND SUBCUTANEOUS TISSUE (R20-R23),
M76899,"Oth enthesopathies of unspecified lower limb, excluding foot",M7689,ICD10,OTHER SOFT TISSUE DISORDERS (M70-M79),
K069,"Disorder of gingiva and edentulous alveolar ridge, unsp",K06,ICD10,DISEASES OF ORAL CAVITY AND SALIVARY GLANDS (K00-K14),
C8599,"Non-Hodgkin lymphoma, unsp, extranodal and solid organ sites",C859,ICD10,"MALIGNANT NEOPLASMS OF LYMPHOID, HEMATOPOIETIC AND RELATED TISSUE (C81-C96)",
K740,Hepatic fibrosis,,ICD10,DISEASES OF LIVER (K70-K77),
S32519A,"Fracture of superior rim of unsp pubis, init for clos fx",S32519,ICD10,"INJURIES TO THE ABDOMEN, LOWER BACK, LUMBAR SPINE, PELVIS AND EXTERNAL GENITALS (S30-S39)",
I288,Other diseases of pulmonary vessels,I28,ICD10,PULMONARY HEART DISEASE AND DISEASES OF PULMONARY CIRCULATION (I26-I28),
R402444,"Other coma, without Glasgow, or w/part score, 24+hrs",R40244,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
H938X2,Other specified disorders of left ear,H938X,ICD10,OTHER DISORDERS OF EAR (H90-H94),
F607,Dependent personality disorder,F60,ICD10,DISORDERS OF ADULT PERSONALITY AND BEHAVIOR (F60-F69),
G8104,Flaccid hemiplegia affecting left nondominant side,G810,ICD10,CEREBRAL PALSY AND OTHER PARALYTIC SYNDROMES (G80-G83),
S83221A,"Prph tear of medial meniscus, current injury, r knee, init",S83221,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
H542,"Low vision, both eyes",H54,ICD10,VISUAL DISTURBANCES AND BLINDNESS (H53-H54),
E784,Other hyperlipidemia,E78,ICD10,METABOLIC DISORDERS (E70-E88),
M06321,"Rheumatoid nodule, right elbow",M0632,ICD10,INFLAMMATORY POLYARTHROPATHIES (M05-M14),
H60503,"Unspecified acute noninfective otitis externa, bilateral",H6050,ICD10,DISEASES OF EXTERNAL EAR (H60-H62),
G712,Congenital myopathies,,ICD10,DISEASES OF MYONEURAL JUNCTION AND MUSCLE (G70-G73),
S82402K,"Unsp fx shaft of left fibula, subs for clos fx w nonunion",S82402,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
I839,Asymptomatic varicose veins of lower extremities,I83,ICD10,"DISEASES OF VEINS, LYMPHATIC VESSELS AND LYMPH NODES, NOT ELSEWHERE CLASSIFIED (I80-I89)",
O0990,"Supervision of high risk pregnancy, unsp, unsp trimester",O099,ICD10,SUPERVISION OF HIGH RISK PREGNANCY (O09),
Z748,Other problems related to care provider dependency,Z74,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
