DIAGNOSISCODE,DIAGNOSISCODEDESCRIPTION,PARENTDIAGNOSISCODE,DIAGNOSISCODESET,DIAGNOSISCODEGROUP,SUBCATEGORY
Z95820,Peripheral vascular angioplasty status w implants and grafts,Z9582,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z969,"Presence of functional implant, unspecified",Z96,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z960,Presence of urogenital implants,Z96,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z9641,Presence of insulin pump (external) (internal),Z964,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z96611,Presence of right artificial shoulder joint,Z9661,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z96612,Presence of left artificial shoulder joint,Z9661,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z96641,Presence of right artificial hip joint,Z9664,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z96649,Presence of unspecified artificial hip joint,Z9664,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z96642,Presence of left artificial hip joint,Z9664,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z96652,Presence of left artificial knee joint,Z9665,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z96659,Presence of unspecified artificial knee joint,Z9665,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z96653,"Presence of artificial knee joint, bilateral",Z9665,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z96651,Presence of right artificial knee joint,Z9665,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z9681,Presence of artificial skin,Z968,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z970,Presence of artificial eye,Z97,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z975,Presence of (intrauterine) contraceptive device,Z97,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z978,Presence of other specified devices,Z97,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z9714,Presence of artificial left leg (complete) (partial),Z971,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z981,Arthrodesis status,Z98,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z982,Presence of cerebrospinal fluid drainage device,Z98,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z980,Intestinal bypass and anastomosis status,Z98,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z9851,Tubal ligation status,Z985,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z9861,Coronary angioplasty status,Z986,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z9862,Peripheral vascular angioplasty status,Z986,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z9884,Bariatric surgery status,Z988,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z9882,Breast implant status,Z988,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z9889,Other specified postprocedural states,Z988,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z98890,Other specified postprocedural states,Z9889,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z992,Dependence on renal dialysis,Z99,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z993,Dependence on wheelchair,Z99,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z9911,Dependence on respirator [ventilator] status,Z991,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z9989,Dependence on other enabling machines and devices,Z998,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z9981,Dependence on supplemental oxygen,Z998,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z9115,Patient's noncompliance with renal dialysis,,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z21,Asymptomatic human immunodeficiency virus infection status,,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES (Z20-Z29),
Z23,Encounter for immunization,,ICD10,721,
Z9111,Patient's noncompliance with dietary regimen,,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z23,Encounter for immunization,,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES (Z20-Z28),
Z9114,Patient's other noncompliance with medication regimen,,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z9119,Patient's noncompliance w oth medical treatment and regimen,,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z66,Do not resuscitate,,ICD10,DO NOT RESUSCITATE STATUS (Z66),
Z08,Encntr for follow-up exam after trtmt for malignant neoplasm,,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES FOR EXAMINATIONS (Z00-Z13),
Z09,Encntr for f/u exam aft trtmt for cond oth than malig neoplm,,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES FOR EXAMINATIONS (Z00-Z13),
Z23,Encounter for immunization,,ICD10,662,
Z23,Encounter for immunization,,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES (Z20-Z29),
Z283,Underimmunization status,,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES (Z20-Z29),
Z21,Asymptomatic human immunodeficiency virus infection status,,ICD10,662,
Z21,Asymptomatic human immunodeficiency virus infection status,,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES (Z20-Z28),
Z048,Encounter for examination and observation for oth reasons,,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES FOR EXAMINATIONS (Z00-Z13),
Z590,Homelessness,,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO SOCIOECONOMIC AND PSYCHOSOCIAL CIRCUMSTANCES (Z55-Z65),
